first,second,gcd
0110111010011000,0111011101100011,0000000000000001
1111100110010111,1110101111011010,0000000000000001
1001101011010001,0011001010100011,0000000000000011
0011111110000001,0011010010100110,0000000000000001
1001101101100010,1101110110011001,0000000000000001
1101001001001101,1001001000001011,0000000000000111
0001111100011101,0111101001101111,0000000000000001
0011100000111110,0100001101001101,0000000000000001
1011011010101001,0110100101001111,0000000000000001
0001010111111111,0101110100000101,0000000000000001
0110101110101101,1101100100001110,0000000000000001
0001001101001001,0010011011100110,0000000000000001
0101000100010011,1111011110010010,0000000000000111
0001110101011100,1010011100111110,0000000000000010
1000000111000011,0011001100101111,0000000000000001
0001101100011101,0001000001101010,0000000000001011
1100100111101111,0011101010110110,0000000000000101
1111111101010011,1010011010111000,0000000000000001
0101111100100010,0000001010111111,0000000000000001
0111001110001100,1100111111011101,0000000000000001
0001100100111101,0010111110100101,0000000000000001
0001001011100011,0101001010001100,0000000000000001
0000001011011100,0101110011011000,0000000000000100
0111000100101010,1001111100001110,0000000000000010
1010010001100001,1100000010101100,0000000000000001
0000110010010001,0100110110010101,0000000000000001
0010101101110101,1011001110111011,0000000000000001
0011000001010000,0011101011101110,0000000000000010
0011110001111101,0101001101011111,0000000000000001
0101000101011000,0100100100010011,0000000000000001
0111010111011010,0001011100110001,0000000000000001
1100001011001000,0111010100111101,0000000000000001
1110001101001101,1110001010100000,0000000000000001
0100110011101101,1000000111000111,0000000000000001
1000100011100110,0100011000111001,0000000000000001
0010011010111100,0101001101111010,0000000000000010
1000011000001010,0110001011001001,0000000000010011
1000000101001101,0001001101001001,0000000000000001
0111011000100111,0010110000010101,0000000000000001
1011000011011010,0100111011000101,0000000000000001
0100100000101111,0001001000101101,0000000000000001
1010100010101101,1100000000101110,0000000000000001
0110010111000101,0000100111110011,0000000000000001
0011100110101011,1110001111001001,0000000000000001
1101001110101110,0101000111011111,0000000000000001
1111001010001111,1100101000110101,0000000000000101
0101001110111001,0101001001011110,0000000000000001
1010100000000000,0101111010101111,0000000000000001
0111110101000000,0111011001111010,0000000000000110
1011101101101010,1001011110000010,0000000000000010
1011101111001001,1010011010100100,0000000000000001
0001101010011111,0110100100001100,0000000000000001
0110010011101101,1011000011010110,0000000000000001
1110101000001010,0010010100010100,0000000000000010
0010110000010100,1101111011110011,0000000000000001
1111011010100011,0010000011100111,0000000000000001
0100001011011011,0101001011000110,0000001100101111
0101101010110011,0000101100101001,0000000000000001
0111111001010011,0011000100110000,0000000000000001
1110000000000100,0000010001010010,0000000000000010
0011011111011000,1111010010101000,0000000000001000
1011000110100011,0011111100010010,0000000000000001
0111100010010111,1011101011101110,0000000000000001
1110010110010111,1011100000100000,0000000000000001
1101010001011001,1001110111001111,0000000000000001
0001101001011011,1101100010100101,0000000000000011
1111110100001001,0100110011010100,0000000000000001
0111101001001000,1001011010010001,0000000000001101
0110111001111111,0110101010011000,0000000000001001
0001101010101011,0000001000001010,0000000000000001
1010101101101101,0101110111111000,0000000000000001
0001100000110100,0000101001000010,0000000000000010
1100011001101010,1010000000010000,0000000000000010
0111110010010110,1110001101000101,0000000000000001
1101111001100000,1011010101100110,0000000000000010
1000001010110001,0001101010101010,0000000000000001
0011101001110000,0111111100011110,0000000000000010
1110001111101110,0101101110101011,0000000000000001
1000110111100010,1111110100110111,0000000000001011
1011000101000101,0011010001010001,0000000000000001
1110100111001001,1101110101100110,0000000000000001
1011010011111110,1011101110101101,0000000000000001
0011100100100101,0100011100110011,0000000000000001
1110110010001010,1010101110100101,0000000000000001
1000010110101011,1011111100011101,0000000000010011
0111111011010011,0010111011101001,0000000000000001
1101000110011001,1110100110010010,0000000000000001
0010000010111111,1010111110111011,0000000000000001
0110011011110101,0000111000001010,0000000000000001
0111110110011110,0111111111001000,0000000000000010
0100000110010000,1001101110101101,0000000000000001
1100101011001000,0011111101001001,0000000000000001
1100111101000101,1101101011000100,0000000000000011
0011110000100000,0000111000010111,0000000000000001
0000100101110011,1000000010110110,0000000000000001
0001000010110101,0001010010001101,0000000000000001
1100101111110110,0000011001100010,0000000000000010
1011001110100100,0010000011111000,0000000000000100
0101100101000000,0000101011011010,0000000000000110
0100100100011010,0010100101100110,0000000000000010
0011101011001111,0110011110101110,0000000000000001
1011100100010110,0111100001100011,0000000000000011
1101110110010110,1110111010011101,0000000000000001
1101011001001001,0010101001010001,0000000000000001
0010010101001011,0010010111100101,0000000000000001
0000111110001001,1110000100101111,0000000000000001
1011010100101011,1010011010101001,0000000000000001
1010111101000111,0111000011001111,0000000000000001
0011101100110001,0010011000110010,0000000000000001
0101101000101101,0100000101110100,0000000000000001
0111001001100100,1011110011011001,0000000000000001
1000001111111000,1010010000001010,0000000000000010
1011111100001111,0001110011111101,0000000000000001
1101000000000101,1111110011000101,0000000000000001
0110000011010011,0111000010000101,0000000000000111
1100010000000101,0011111011111100,0000000000000001
0000110101001111,1001110000110010,0000000000000001
1001010101001111,0100001110110110,0000000000001001
0110101010010101,0111101010001111,0000000000000101
1001000101001110,0001010011100011,0000000000000001
1000110111100001,0111110101011110,0000000000000011
0100010010000100,0000000011011111,0000000000000001
1000101111000011,1011000001001111,0000000000000001
0011100010001111,0111010001011001,0000000000000001
0000001100111010,0101100100010111,0000000000000001
0111110101010011,1110000011111010,0000000000000001
0001010000010110,0110110001100101,0000000000000001
0001010010111101,0000010111100011,0000000000000001
1010011111011101,1001100011101011,0000000000000001
0010000000100101,0100010100100001,0000000000000011
1101111111000100,0000101111010100,0000000000000100
0000101100101110,1001100110110100,0000000000010010
0001010101001101,0011101000011000,0000000000000001
0010001111101000,0010010101010011,0000000000000011
0111101010101100,1000001011001110,0000000000000110
0111110010110111,1011111101101111,0000000000000111
1100110011000001,1101010101001010,0000000000010111
0001001110100010,0000010000111001,0000000000000001
0101000110010010,0000111001111010,0000000000000010
0110110101110010,1110000110000001,0000000000000001
1111110111110000,0011010000111100,0000000000000100
0100000111111010,0011101111011101,0000000000000101
0111111010001011,1011100111001001,0000000000000001
0110111011100011,0100100110011101,0000000000000001
1001100001101001,1010110111101111,0000000000000001
1110000001000100,0110010100011011,0000000000000001
0010000100001000,1001010000111011,0000000000000111
0111110110011010,1000110001110111,0000000000000001
1000111100010001,0001111011100100,0000000000000001
0111010111000010,1001100001011001,0000000000000001
0100000101111110,0010000111100101,0000000000000001
0000100111100111,0100010101111011,0000000000000011
1111011100101001,0000001100111011,0000000000000001
0101101100110010,0101101111111111,0000000000000001
1010100111011100,0110000001001110,0000000000001110
0101110010011111,0100010110001111,0000000000000001
1101010111000010,1100100100000000,0000000000000010
1011000111011000,0010011111001111,0000000000000011
0111100001011011,0000110001010110,0000000000000001
1101111100010101,0101100110101111,0000000000000001
1011101011011000,0010000011000101,0000000000000001
1010100101001011,1101101110101011,0000000000000001
0110111100001100,1011010110110111,0000000000000001
0101011000011010,0011101100111110,0000000000000010
0101100011110010,1010001101011111,0000000000001001
0110010001001110,0000110110101011,0000000000000001
1000000111111101,1001010011101000,0000000000000001
0111011100010100,1110011101111110,0000000000000010
1101110101010010,1011001001000101,0000000000000001
0010101100111000,0100111001111100,0000000000000100
1011010110000010,0101110100001111,0000000000000001
1110011000011101,1011101000101011,0000000000000001
0111001101100111,0011001000011000,0000000000000001
1010000101100100,0011110011011010,0000000000000010
1100101101100101,1100101000110011,0000000000000001
1000011011110101,0011100011000111,0000000000000001
0111100001011000,0001111010011010,0000000000000010
0011110011000111,0000000001001001,0000000000000001
0011000100101100,1111010011111101,0000000000000001
0111100001000111,0100011110100100,0000000000000001
1110110110010101,1011011001000110,0000000000000001
1110111100111100,0010111000111110,0000000000000010
0110001101101000,0100001100110111,0000000000000001
1000111000010111,0110111100010110,0000000000000001
0001100110011110,0010000010010110,0000000000000010
0101000010010111,0111000011111100,0000000000000001
1101010011000000,0110101011101000,0000000000001000
1011001110101000,0001011000100100,0000000000000100
0001010001100101,1001000001100001,0000000000010111
1111011100010010,0110011001000110,0000000000000010
0110000000011000,0110110111000010,0000000000000110
1000100010011110,1110110100110001,0000000000000001
0101100011110111,1000010011001110,0000000000000001
1101100101011101,0010010100011100,0000000000000101
0000110001001111,1000010001000100,0000000000000001
0110011010010011,1000000101010000,0000000000000001
1100101000001101,0000011001000001,0000000000000001
0001001111111111,0010110101011110,0000000000000001
0110011000100010,0011110000010111,0000000000000001
0000100111000000,0000000010011001,0000000000000011
0010001100010001,0100001111111011,0000000000000001
1000101000001100,0000000111100100,0000000000000100
1010001000110000,1001110100000010,0000000000000110
0010000110000100,0110111011010010,0000000000001010
0111110001010010,0100110111011111,0000000000000001
1011110001010010,1100000011101010,0000000000000110
1100000111000110,1110001110011111,0000000000000001
0011011111111001,0010100111000000,0000000000000001
0111011100100000,1000011110100011,0000000000000001
1111111100111011,0000100110010111,0000000000000001
0001010111111110,1000111100010110,0000000000001010
0111001001101110,0001111011111011,0000000000000001
0010110101101110,1111000111111110,0000000000001010
1110010000100101,0111110111000100,0000000000000001
1000000001001000,0110111101100111,0000000000000001
1010010011000100,1010001000110000,0000000000111100
1001000100000001,1101001110101100,0000000000000001
1001001111000011,1110110001000100,0000000000000001
1101000001010111,1011110011110111,0000000000000101
1010110100100101,1010110010110111,0000000000000101
0010101010011100,1101101100001100,0000000000001100
0110111111011011,0111100010111111,0000000000000001
0001100101000001,1000011001010110,0000000000000101
0011100010011110,0000111100110111,0000000000000001
1111101011110000,0011010100010000,0000000000010000
1111101101101011,1010111001100100,0000000000000001
0101111010101111,0000011001001101,0000000000000001
0111000110010001,0010000010111110,0000000000100001
0100010011100100,1101100000011010,0000000000000010
1001000101010111,1101010110010100,0000000000000001
0000100010011111,0001101100010010,0000000000000001
0101100100110110,1011001111010010,0000000000000010
1110101100100011,0101001101000010,0000000000000001
0010011001010111,0011111111110011,0000000000000001
0011001101100011,0101001101000110,0000000000000011
0001101100010101,1011101000101001,0000000000000001
1000111001000001,0101010011001110,0000000000000001
0110011101110010,0000100011010101,0000000000000001
1001011100111000,1110001011011111,0000000000000001
1010011011010010,0001000010111100,0000000000000010
0010001101001111,0101001001100001,0000000000000001
0011011011001001,0010111011011101,0000000000000011
0000111001001000,1110101001001000,0000000000001000
0011001110111110,1100100001100110,0000000000000010
0001101101110101,0010111000111100,0000000000001011
1111000100001001,0001101100001101,0000000000000101
0000011001111100,1101111011001110,0000000000000010
0100110011000011,0100110010101111,0000000000000001
0111110011011111,1100100100101101,0000000000000001
1100111000000000,0110110010101101,0000000000000001
0011110110101110,0000111110100100,0000000000000010
1111100100001101,1111011111111100,0000000000000001
1110100011001011,0011101100100011,0000000000000001
0000101111010011,0111110100111110,0000000000000001
1011001001110011,0001111001010111,0000000000000001
0000111101110010,1100101110100101,0000000000000001
1000101001110101,1010100111110001,0000000000000101
1010110011000101,0101100110000011,0000000000000001
1111001011110101,0010000111000010,0000000000000001
1010000110110000,1100111010010111,0000000000000001
1010001010000100,0000001111001100,0000000000001100
0110111010010011,0110010110001100,0000000000000001
1101100100110000,1111011111001111,0000000000000001
1111000000011101,0101110111100110,0000000000000001
0101100001100110,1110100011001101,0000000000000001
1011010011001110,0101000011000001,0000000000000001
1111011001111111,1001100100000001,0000000000000001
1001101111000110,0010000100001111,0000000000000001
1001101100010110,1010111100110101,0000000000000011
1110101000100000,1000011000010100,0000000000000100
1000010010000100,0110111011101011,0000000000000011
0011011010000110,1010111000010000,0000000000000010
1010010100000000,1010110001001011,0000000000000001
0110110010010111,0001010000100101,0000000000000001
1000000100010000,1101101011010100,0000000000010100
0100011110100000,1111101110110111,0000000000000001
1011010110011011,1101010001111001,0000000000000011
0010010010000000,1010011100100110,0000000000000010
1101101100000001,0100100111000000,0000000000000101
0101111111011110,0011011100101001,0000000000000001
0000100011000000,0101010110001011,0000000000000001
0010010001101111,0111001110000110,0000000000000011
1011111111110110,1111101101110010,0000000000000010
0011101011010011,1010010111110110,0000000000000001
1110001001101010,0100001111110000,0000000000000010
0000011000000100,1011010101110111,0000000000000101
0001001000111010,1100011100010011,0000000000000001
1001011010011100,0110010111000000,0000000000000100
1101011101111110,0011000011111110,0000000000000010
1101001011000101,1011111001001111,0000000000000001
0111011111001001,0000001111110101,0000000000000001
0100101010010111,1110100101010100,0000000000000001
0100111110011001,0111111010010101,0000000000000001
0001100010111110,0100000111100111,0000000000000001
1010001001010100,1110101010011001,0000000000000011
0101111011000111,0100101101100110,0000000000000001
1011011111000110,1001100100011111,0000000000000001
1010100000110100,1000001111110010,0000000000000010
1111111001100000,0010110001001100,0000000000010100
1101001011011001,1101000110011110,0000000000000111
0010010111101001,1010000000110010,0000000000001111
0101101101100110,0100011111001111,0000000000000001
0111011011010000,1111110010011010,0000000000000010
1011011110010001,1001111111011001,0000000000000001
0011000111100111,1011100101101110,0000000000000101
0000011100001110,1001111110111000,0000000000000010
0101110101010111,0001010000101100,0000000000000001
1011010011110000,1111010000010100,0000000000001100
1011100001110011,1000001100010111,0000000000000001
1100001101101110,1110101110101110,0000000000000010
1101000000010001,0000101000000001,0000000000000001
1011001001101100,1100100010100000,0000000000000100
1010011000011010,1001100110001010,0000000000000110
1111001001110100,0000010101001010,0000000000000010
1111110110010100,1000001010000111,0000000000000001
0111010011011110,0010110101000100,0000000000000010
0111111011010010,0101001010001100,0000000000000110
0000011110010000,1011000100111100,0000000000000100
0110100001001111,0011010000111000,0000000000000011
0100010100101010,0101111111111001,0000000000000001
0111110001101100,0110100101001100,0000000000000100
0010001001110101,0000010001011100,0000000000000001
0111101100011100,1000010001001010,0000000000000010
0010110100110001,0000100110010100,0000000000000001
0100111010101001,1110111101101001,0000000000000001
1101000000101111,0000010000010011,0000000000000001
0101101110100001,0010011110110001,0000000000000011
1001001000100001,0111011110110101,0000000000000001
1000000100010100,0101011010100001,0000000000000001
1001011000011111,1100100110110100,0000000000000001
0010011101011100,1101001111101000,0000000000000100
0111100111010111,0110110100001110,0000000000000011
0111011000110111,0100111011011001,0000000000000001
0110001101101000,0010000000111011,0000000000000001
1101110011011000,0010010001000111,0000000000100101
0101111110101111,1001000110100110,0000000000000001
1000100010000111,1100100110001100,0000000000000001
0000100000011100,1111101001000010,0000000000000010
0011010110111001,1011001000100010,0000000000000001
0110110001111100,0001000100010011,0000000000000001
0001101110100000,0100001111111100,0000000000000100
1011001001100010,0000100110001001,0000000000000001
0001101000011111,1101111100100101,0000000000000001
0110000100011101,0110100000101010,0000000000000001
0110011000111000,0011111101110001,0000000000000001
1011000001010111,1010011100101011,0000000000000001
1001010001000011,1001010101100000,0000000000000101
1100100011001000,1010111011111101,0000000000000001
1110000011110001,0111100101101111,0000000000000001
1111001101111110,1111100000111111,0000000000000001
0101011010101010,1111011110100111,0000000000000001
1111110010000100,1111100100001000,0000000000000100
0101100011110000,0011110010110101,0000000000000001
1010001100111111,0001010111100000,0000000000000001
1100010110000110,1011000110100010,0000000000000010
1110000111001011,0011001001110010,0000000000000001
0001010110101011,1000100110101110,0000000000000001
1001111011000010,0110001001011111,0000000000000001
1110101110001001,1110010011001110,0000000000000001
0111010100000100,1100100010111010,0000000000000010
0001000010001111,0010011010100000,0000000000000011
0011000111111111,1101110011100110,0000000000000001
1110101010010011,0101001100001110,0000000000000001
1100111110110100,1011100101001100,0000000000001100
1001011100111100,0110110000001110,0000000000000010
1000010101000000,1100001011111101,0000000000000001
0011111011010011,0110010011001011,0000000000001001
0100010101111001,0101001000010101,0000000000000001
1010101010010010,1011000100100110,0000000000000010
1000111111111111,0011101011010110,0000000000000001
1100100001111000,0110010011110000,0000000000101000
1001011100010101,1100011001011000,0000000000000001
0111111000011011,0001111111100000,0000000000110011
1100011001011000,1000001100010001,0000000000000001
0110001110101100,0001110011100111,0000000000000001
1011001111000001,0011111111001010,0000000000000001
1011110111110101,1111011000000110,0000000000000001
1011111001110111,1100101111010000,0000000000000011
1011001100011111,1110011011011110,0000001111111011
0101111110110011,0010001111000100,0000000000000001
0010100011101100,0000010010101011,0000000000000001
0010111101110001,1000101010111111,0000000000000001
0010111100101100,0001100011001111,0000000000000001
1001010010010010,0011010011000000,0000000000000010
1010110010010011,0001001010011010,0000000000000001
1011011001111000,0001110100111111,0000000000000001
0100100011010101,0101101110100100,0000000000001111
0100110010110110,0101000111010101,0000000000000011
1011101000111101,1100100010010001,0000000000000111
1010010100101100,0011011000010001,0000000000000001
1011110100000010,0011101010100000,0000000000000010
0010110000110011,1000110101000100,0000000000000001
0100001100011100,1100101110001110,0000000000001010
1001001110111011,1100001100100001,0000000000000001
1010001000010011,1110011011100111,0000000000000001
0011110010101101,0011111001110101,0000000000000001
1010111011001111,1010010010101001,0000000000000011
0100111001000011,1010011010111010,0000000000000001
1000011111101100,1100110000010100,0000000000000100
0011110000111110,0000010001010000,0000000000000010
0001001010010101,0011000010111101,0000000000000001
1111011110000100,0001011010011100,0000000000000100
0001010000100000,0111101111100001,0000000000000001
0011101010001001,0001101000010100,0000000000000001
0010111001010100,0011010001000000,0000000000000100
0011000001101100,1011000110001011,0000000000000001
0000100111011001,0101100010111111,0000000000000001
1001111010101111,1000011011000100,0000000000000011
1101000111010100,0011011000101101,0000000000000001
0010000101000101,1000010111110010,0000000000000011
0010011010010011,1011010110100100,0000000001111101
0111000101110011,1100100011011011,0000000000000001
0110101010100111,1101010011111010,0000000000000011
1011110001101110,1111000000001011,0000000000000001
0110101000000111,1111000000111100,0000000000000001
0011010101011011,0110011110000101,0000000000000001
0100111000011110,1000001111010010,0000000000000010
1010001011111001,1001110001011011,0000000000000001
0001010010110011,0011101111100101,0000000000000001
1101100001011011,0100111010100100,0000000000000001
0000001110111011,1001111001001011,0000000000000001
0100101111000101,1001000010100010,0000000000010001
1100101001100010,1110101100011110,0000000000001010
0100011011111001,0001000001000010,0000000000000001
1100110011100110,0101001010110111,0000000000000001
1101111011000110,0001011100101100,0000000000000010
1111101101010001,1010000111000101,0000000000000001
1011101000111111,1100011010000110,0000000000000001
0011100110000111,0100000010011110,0000000000000011
0100000001100010,1001101001100100,0000000001010010
1010000100011000,0010111100011000,0000000000001000
0000101100111000,1011111010111100,0000000000000100
0100001111110001,1000010011101001,0000000000000001
1111110100110011,1110100100110101,0000000000000001
1010111101000001,1001000010000110,0000000000000001
0001110001110101,0110000000010111,0000000000000001
0111110101001111,1001101010010000,0000000000000001
1000100110011110,0100000001111011,0000000000000001
0101010110000110,1111011010010110,0000000000000110
0110100001011000,0101010111001110,0000000000101010
0000111110110111,1000000100101010,0000000000001001
1101011010000110,1011111011110001,0000000000000001
0000111111101100,0001101100100110,0000000000000010
1011101101010111,0100011000111010,0000000000000001
0111100000011101,1011011100110100,0000000000000001
1111010101110100,0100000110100001,0000000000000001
1110011101011001,0100011101111100,0000000000011001
1001111010011100,1011010000000001,0000000000000001
1111101100011010,0010000100100011,0000000000000001
0001110101101011,1100110100010100,0000000000000001
1100000000001001,0101110001011100,0000000000000001
1011100111100101,0101000010110011,0000000000000001
1111001110000001,1101011000000011,0000000000000001
0110101000010010,0110001100010010,0000000000000010
0011110101001011,0011111011100111,0000000000000001
0100110010001000,0111000000001010,0000000000000010
1011011101101001,1110011011101100,0000000000000001
0010100010100111,1001001110010110,0000000000000011
1100101010111011,0111101011010111,0000000000000001
0001101111000010,1111010011001111,0000000000000001
1000010100111111,0001000101011011,0000000000000001
1100001011101000,1101001001011101,0000000000000011
0001101100100001,0011001011101010,0000000000000001
0011001110011011,1101010101100010,0000000000001011
1110000010101010,1110011110010011,0000000000000001
1000010110100001,0100001110010000,0000000000000001
1111011111100111,1001000010011101,0000000000000001
0110110101110100,0001111111110010,0000000000000110
0110000011100100,0001010011000001,0000000000000011
0000011010111111,1101000001111011,0000000000000001
1000101100011110,1100101001001100,0000000000000010
0101001110111100,0010010011111010,0000000000000010
1010000000111000,1011010011111010,0000000000000010
0001110111001110,0000100011111010,0000000000000010
1011110001001010,1010111011100100,0000000000001110
0011011010011111,1011100101000101,0000000000000001
0110101101010010,0111111001010101,0000000000000001
1010100101100000,0100010111000000,0000000000100000
1011111000101010,0001000010100001,0000000000000001
0111011010111011,1011100000110110,0000000000000001
0001011011001100,1001100000101111,0000000000000001
1111110111010011,1011100001111101,0000000000000001
1111011111110010,0100101110111011,0000000000000001
0100101101000111,1011000000110110,0000000000000001
0000011101110010,0101001001101101,0000000000000001
0101111100110110,0110010011101100,0000000000000010
0010011000100100,1001110010101101,0000000000000001
1011011001001110,1010010011011111,0000000000000001
1001101001111101,1101001111000001,0000000000000001
1011111101101100,0111011111000000,0000000000000100
1101001100101100,0010111101011011,0000000000000011
0111010010000110,1100111010111011,0000000000000001
0010001100110000,1010010000011101,0000000000000001
1101011000110110,1100111111110101,0000000000000001
1110111111011110,1011111101110111,0000000000000001
1100110111000000,1011000101111011,0000000000000001
1000000111000111,1110111001111101,0000000000000001
1010000010010111,1000110011011000,0000000000000001
1011000001001011,0111100101111101,0000000000000001
0110100001101111,0111111110000010,0000000000000001
0110000111001100,1000111110011111,0000000000000001
0010110011110101,0110001110010111,0000000000000001
0111110001100001,0110011100010010,0000000000000001
1001000101111001,1010110000111011,0000000000000001
1110011011011110,0111100011110001,0000000000000001
1101110010010101,1111101000010001,0000000000000011
0100111101001110,1100111111011000,0000000000000010
0011001000111110,0000011110101001,0000000000000001
1101010111010100,0000100000110101,0000000000000001
0110111101010010,0001000001110010,0000000000000010
1101101100100001,1001110100111101,0000000000000001
0100010101010101,1100100010000101,0000000000000001
0100001111000001,0000010100011101,0000000000000001
0110110100011001,0000000110110000,0000000000000001
0111100111010110,0010001101011100,0000000000000010
1001001001010000,1100011011111101,0000000000000001
0010110101011100,1100110101001110,0000000000000010
0010111110110000,1100101011000100,0000000000000100
0010001001011100,0010010111101111,0000000000000011
1111000000010101,1011110111111000,0000000000000001
0101011101001100,0110101010100101,0000000000000001
1001111110101011,0111110001010101,0000000000000001
1010010010010000,1001110010011111,0000000000000001
1010110001100000,1111100101111010,0000000000000010
0000010101100010,0010111111100011,0000000000001101
1011110111010000,1010101011001110,0000000000000010
0100001101101011,1100011001100000,0000000000000011
0011011111110001,1100011111010111,0000000000000001
0110010111001111,1000011111011111,0000000000000001
1011100000111010,0101100111000110,0000000000000010
1101011001000001,0011110100111000,0000000000000011
0110110101110001,1111010011011100,0000000000000001
1011011111011100,1110001011011010,0000000000000010
0001110111001111,0000010111111011,0000000000000001
0001011000110101,0001101110010010,0000000000000001
1001111110100010,0011011110101101,0000000000000011
1110011001101000,1001010011010000,0000000000001000
0110100010000111,0110001001111101,0000000000000001
0001000111110010,0000011100111000,0000000000000010
0000111111101111,1000101011111100,0000000000000001
1010101110001101,0100101010101100,0000000000000011
1110010101010100,0010010001011001,0000000000000001
1001011111101000,1000101011001010,0000000000000010
0111000001101000,0010100011110101,0000000000000011
0000101011001010,1010001101001111,0000000000000001
0010010011010111,0100100100110001,0000000000000001
0110010100110011,0110011110110010,0000000000000001
1111100010011101,1101100000011101,0000000000000101
0110101010000010,1010011110100100,0000000000000010
1001011011011101,1011110011001110,0000000000001011
1111111101100011,0101000110101010,0000000000000001
1100001101000011,0100100000101110,0000000000000001
0001110000001011,1101010111011011,0000000000000011
1000110111000011,0000010010000101,0000000000000001
0010010101000110,1000100110110101,0000000000000001
1100100011111011,0010110011000010,0000000000000001
0010010001000010,0010010111001101,0000000000000001
1110100101001101,0011000001101111,0000000000000001
1000101010101111,1001110001011000,0000000000000001
1110001111010010,0010111111100000,0000000000000010
0010101110100111,1000010000001100,0000000000000011
1100101011110101,1001010000001101,0000000011111011
1001100101011101,0011100110000011,0000000000000001
1101010101000010,0100010001000000,0000000000000110
0100110110101011,1001110011100001,0000000000000001
0001000111110011,1100000110010100,0000000000000001
0101001000111001,0100010111111110,0000000000011111
1001111100011111,1011010101011101,0000000000000001
0010000110101110,1010101111001111,0000000000001001
1000110011010010,1001101110111111,0000000000000001
0001101101011100,1000100001001011,0000000000000001
0011000000100000,1101010100110010,0000000000000010
0101100110110011,1101111010100011,0000000000000001
0011010010000101,0001000010010111,0000000000000001
1010110010101001,0010001111001100,0000000000000001
1101000111010000,0011000010111011,0000000000000001
0011001101110111,0111011100111101,0000000000011001
1101111111010100,1001001101100011,0000000000000011
0000101111000010,1010000000011101,0000000000000001
1111110011001100,1100111010001110,0000000000000110
0101001010010011,1101100010011000,0000000000000001
1001101101000111,1111011100111010,0000000000000001
0111101100110011,1011101101100000,0000000000000001
0010000100001011,0111100001010100,0000000000000001
1010110111011001,0010101001111011,0000000000001111
1110000000100111,1100101001110000,0000000000000001
0101111010101010,0110000101000100,0000000000000110
1001111011011100,1110100000100111,0000000000000001
1010010100100001,1101000111010101,0000000000000001
1111100100100111,0011111100000001,0000000000000001
0111100010010100,0011000000101001,0000000000000001
1111011001000011,0010010111001000,0000000000000001
0011011011110011,1011011101001001,0000000000000001
0100100001100000,0000111111000100,0000000000000100
1000000010000101,1101101001011010,0000000000000001
0100000000100010,0111000111010011,0000000000000001
0010001101011100,1011001010010100,0000000000000100
0011000111011001,1001010101100011,0000000000000001
1111100001011101,0010000001111111,0000000000000001
1101000011101010,1100101010000100,0000000000011010
0010011011101101,0001110000101000,0000000000000001
0100011000110001,1010011011101001,0000000000000001
1001010010101100,0000111000111010,0000000000000010
0110011110001010,1010000011111100,0000000000000010
0010011110111011,0001001100011000,0000000000000001
0100011100100001,0000110001101011,0000000000000001
0101101010111100,1000001000001011,0000000000000001
0111110110001101,1010001110100100,0000000000000001
1011100110110011,0110101110100011,0000000000000001
1101001001010100,0000101001000110,0000000000000010
0111001111011100,1001101010101111,0000000000000001
1111110010101111,1100010000001111,0000000000000001
1000010001110001,0101001010111101,0000000000000001
1001000010101101,1000101011011101,0000000000000001
1110111100010111,0101110101011100,0000000000000001
1111000010011100,1100101000011000,0000000001110100
1101000111101010,1011010001001100,0000000000000010
1010001011100000,1001100000111110,0000000000000010
0011001010100010,1011100010111110,0000000000000010
0111011001001011,1001001000001100,0000000000000001
0000111111100010,1100010011000101,0000000000000001
1110011100011001,0101100001000111,0000000000000001
0100110100101110,1011100011010101,0000000000000001
1001111010010001,1110111111111111,0000000000000111
1100000101110010,1100001000111100,0000000000000010
0100101101111001,0010010111011101,0000000000000001
1111101001110111,0110101100010101,0000000000000001
1010000101101100,0101001000000100,0000000000000100
1000111110011101,1101101100011101,0000000000000001
0011110001101100,1101000100000000,0000000000000100
1101101101111100,0000001011001110,0000000000000010
1011010101011010,0000011000110000,0000000000000010
1011011011011001,1111011010001001,0000000000000001
1010101101111010,0101010100100010,0000000000000010
0000000011111010,0010011110000101,0000000000000001
1000101011111011,1011111101011111,0000000000000001
0011111101111100,0101001101000101,0000000000000001
1101111001011011,0011101011111011,0000000000000001
1111010001010111,1111111000110110,0000000000000001
1001011000110011,0011111011000000,0000000000000001
1001010100111011,0010110101010011,0000000000000001
1111100011010100,1101001000000011,0000000000000001
0010110110101010,1010101110100011,0000000000000111
0001101000110000,1110110100110000,0000000000010000
1000100110001111,1000111110010111,0000000000000001
0111101110111111,0111010011111110,0000000000000001
1000000000100010,0101111100000010,0000000000000010
1001100011011100,0110111011101011,0000000000001001
1011010111011111,1101100110000101,0000000000000001
0110000100100011,1101101001111110,0000000000000001
1010010000111100,0010110110011110,0000000000000010
1100001010100101,1011100011111011,0000000000000001
0111011000011111,0001001010001000,0000000000000001
0000001001001000,1000111100110011,0000000000000001
0011011011101101,0001111001100111,0000000000101011
0111011110110011,0000011011101010,0000000000000001
1001101000101000,1111000110010011,0000000000000001
1010010000011111,1101000000111111,0000000000000001
0110111011011011,0001011100000111,0000000000000001
0100111010111000,1011100110011000,0000000000001000
0101100001110010,1111111001110011,0000000000000001
1111111101010000,1100110001010000,0000000000010000
1101010010100101,0000010100110000,0000000000000001
0111000011011011,1101010011011101,0000000000000001
0000010001000011,0111101011010101,0000000000000001
0011101010011011,0000001000101001,0000000000000001
